Ref,Val,Package,MidX,MidY,Rotation,Side
"U19","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",188.100000,-80.525000,-90.000000,top
"U20","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",188.100000,-89.625000,-90.000000,top
"U21","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",188.100000,-71.425000,-90.000000,top
"U22","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",188.100000,-62.325000,-90.000000,top
"U23","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",179.600000,-80.525000,-90.000000,top
"U24","74AHCT573PW","TSSOP-20_4.4x6.5mm_P0.65mm",179.600000,-71.425000,-90.000000,top
"U25","LM66100DCK","SOT-363",196.800000,-101.750000,-90.000000,top
"U26","74LVC1G32GW","SOT-353",189.550000,-125.500000,90.000000,top
"U27","74LVC1G32GW","SOT-353",195.150000,-64.150000,0.000000,top
"U28","74LVC1G32GW","SOT-353",195.150000,-57.900000,0.000000,top
"U30","74LVC1G125GW","SOT-353",131.750000,-87.350000,180.000000,top
"Y1","12M","Crystal_SMD_3225-4Pin_3.2x2.5mm",189.749400,-46.350000,180.000000,top
